,date,price
1600,2020-12-18,132.9846808510638
1601,2020-12-19,130.81597374179432
1602,2020-12-20,129.4438311688312
1603,2020-12-21,130.49596273291928
1604,2020-12-22,128.02717041800645
1605,2020-12-23,127.4269035532995
1606,2020-12-24,126.07335375191425
1607,2020-12-25,124.03039215686275
1608,2020-12-26,121.3044164037855
1609,2020-12-27,120.29306569343066
1610,2020-12-28,120.52533692722372
1611,2020-12-29,123.38705357142858
1612,2020-12-30,120.30528925619834
1613,2020-12-31,121.33901018922855
1614,2021-01-01,119.20063424947146
1615,2021-01-02,117.6188785046729
1616,2021-01-03,118.27720797720798
1617,2021-01-04,117.99102112676057
1618,2021-01-05,117.2990990990991
1619,2021-01-06,115.68879668049793
1620,2021-01-07,118.18206627680313
1621,2021-01-08,117.52905027932962
1622,2021-01-09,116.85639810426541
1623,2021-01-10,115.96742424242424
1624,2021-01-11,117.98202247191011
1625,2021-01-12,118.7867579908676
1626,2021-01-13,118.1564705882353
1627,2021-01-14,124.12425000000002
1628,2021-01-15,124.10767326732673
1629,2021-01-16,123.42789855072463
1630,2021-01-17,119.20372340425531
1631,2021-01-18,127.14779411764707
1632,2021-01-19,129.12549504950496
1633,2021-01-20,130.2452736318408
1634,2021-01-21,128.42634408602152
1635,2021-01-22,132.2026966292135
1636,2021-01-23,134.34127516778526
1637,2021-01-24,136.2503846153846
1638,2021-01-25,137.46096385542168
1639,2021-01-26,132.68703703703704
1640,2021-01-27,138.13048576214408
1641,2021-01-28,136.61980676328503
1642,2021-01-29,133.58812154696133
1643,2021-01-30,129.69574468085105
1644,2021-01-31,130.4989010989011
1645,2021-02-01,129.95289256198348
1646,2021-02-02,129.8743935309973
1647,2021-02-03,130.29530516431925
1648,2021-02-04,130.3454361054767
1649,2021-02-05,132.9268656716418
1650,2021-02-06,132.8139751552795
1651,2021-02-07,129.65792349726777
1652,2021-02-08,132.5799347471452
1653,2021-02-09,132.11153119092629
1654,2021-02-10,131.47464114832536
1655,2021-02-11,132.11908602150538
1656,2021-02-12,133.2262905162065
1657,2021-02-13,130.6360433604336
1658,2021-02-14,130.08041958041957
1659,2021-02-15,129.73029772329247
1660,2021-02-16,129.02990654205607
1661,2021-02-17,128.90851735015772
1662,2021-02-18,130.16382978723405
1663,2021-02-19,129.67551813471502
1664,2021-02-20,128.23092783505157
1665,2021-02-21,126.27317073170732
1666,2021-02-22,129.46434231378763
1667,2021-02-23,129.6333913043478
1668,2021-02-24,131.62682926829268
1669,2021-02-25,132.4347721822542
1670,2021-02-26,134.92122448979595
1671,2021-02-27,138.0536082474227
1672,2021-02-28,137.416149068323
1673,2021-03-01,136.75084337349398
1674,2021-03-02,136.83127853881277
1675,2021-03-03,139.11732580037665
1676,2021-03-04,138.2417322834646
1677,2021-03-05,142.0528198074278
1678,2021-03-06,142.14674556213018
1679,2021-03-07,143.77435064935065
1680,2021-03-08,145.61235059760958
1681,2021-03-09,145.47904000000003
1682,2021-03-10,142.96073825503356
1683,2021-03-11,144.38294679399726
1684,2021-03-12,143.64043035107588
1685,2021-03-13,139.84212860310421
1686,2021-03-14,138.54830287206266
1687,2021-03-15,140.17740384615385
1688,2021-03-16,137.97698833510074
1689,2021-03-17,137.27194066749072
1690,2021-03-18,138.0301104972376
1691,2021-03-19,136.56207906295757
1692,2021-03-20,134.95295950155764
1693,2021-03-21,133.70728744939274
1694,2021-03-22,136.8813725490196
1695,2021-03-23,137.5364
1696,2021-03-24,137.26568047337278
1697,2021-03-25,136.10750000000002
1698,2021-03-26,135.6784836065574
1699,2021-03-27,132.70771812080537
1700,2021-03-28,133.37191011235956
1701,2021-03-29,135.5017441860465
1702,2021-03-30,135.53655462184875
1703,2021-03-31,134.94301886792454
1704,2021-04-01,135.40149253731343
1705,2021-04-02,135.2609929078014
1706,2021-04-03,131.6323943661972
1707,2021-04-04,130.77692307692308
1708,2021-04-05,139.26491228070174
1709,2021-04-06,138.38
1710,2021-04-07,142.9141868512111
1711,2021-04-08,145.89771689497718
1712,2021-04-09,140.07668161434978
1713,2021-04-10,138.79461538461538
1714,2021-04-11,140.82360248447208
1715,2021-04-12,149.0168316831683
1716,2021-04-13,150.02905569007265
1717,2021-04-14,151.1934065934066
1718,2021-04-15,153.55099337748345
1719,2021-04-16,152.4318181818182
1720,2021-04-17,151.2049668874172
1721,2021-04-18,154.44545454545457
1722,2021-04-19,151.18261904761906
1723,2021-04-20,149.11171171171173
1724,2021-04-21,147.8250720461095
1725,2021-04-22,146.85261904761904
1726,2021-04-23,147.51951219512196
1727,2021-04-24,143.94671814671815
1728,2021-04-25,142.9702602230483
1729,2021-04-26,144.28505494505495
1730,2021-04-27,142.78178391959798
1731,2021-04-28,142.045672436751
1732,2021-04-29,139.7813874788494
1733,2021-04-30,137.80938461538463
1734,2021-05-01,135.39505617977528
