date,aud_sgd
27/06/2016,0.9993
24/06/2016,1.0091
23/06/2016,1.0177
22/06/2016,1.0037
21/06/2016,1.0009
20/06/2016,1.0017
17/06/2016,0.9982
16/06/2016,0.9931
15/06/2016,1.002
14/06/2016,0.9972
13/06/2016,1.0011
10/06/2016,1.0028
9/06/2016,1.0056
8/06/2016,1.0063
7/06/2016,1.008
6/06/2016,0.9988
3/06/2016,0.9998
2/06/2016,0.9947
1/06/2016,0.9992
31/05/2016,0.9965
30/05/2016,0.9924
27/05/2016,0.9908
26/05/2016,0.9926
25/05/2016,0.9922
24/05/2016,0.9924
23/05/2016,0.9952
20/05/2016,0.9978
19/05/2016,0.9983
18/05/2016,0.9992
17/05/2016,1.003
16/05/2016,0.9983
13/05/2016,0.9974
12/05/2016,1.0057
11/05/2016,1.0073
10/05/2016,1.0076
9/05/2016,1.0035
6/05/2016,1.003
5/05/2016,1.0147
4/05/2016,1.0129
3/05/2016,1.0122
2/05/2016,1.0276
29/04/2016,1.022
28/04/2016,1.0259
27/04/2016,1.0237
26/04/2016,1.0472
25/04/2016,1.0431
22/04/2016,1.044
21/04/2016,1.0441
20/04/2016,1.0476
19/04/2016,1.0442
18/04/2016,1.0473
15/04/2016,1.0486
14/04/2016,1.0493
13/04/2016,1.0336
12/04/2016,1.0324
11/04/2016,1.0212
8/04/2016,1.0195
7/04/2016,1.015
6/04/2016,1.0236
5/04/2016,1.0227
4/04/2016,1.0279
1/04/2016,1.036
31/03/2016,1.0327
30/03/2016,1.0358
29/03/2016,1.033
28/03/2016,1.0337
25/03/2016,1.0302
24/03/2016,1.0314
23/03/2016,1.0294
22/03/2016,1.0364
21/03/2016,1.0307
18/03/2016,1.0329
17/03/2016,1.0328
16/03/2016,1.0306
15/03/2016,1.0306
14/03/2016,1.0348
11/03/2016,1.0383
10/03/2016,1.0286
9/03/2016,1.0343
8/03/2016,1.0301
7/03/2016,1.0292
4/03/2016,1.0232
3/03/2016,1.0211
2/03/2016,1.0189
1/03/2016,1.005
29/02/2016,1.0047
26/02/2016,1.0034
25/02/2016,1.0145
24/02/2016,1.0115
23/02/2016,1.0137
22/02/2016,1.0113
19/02/2016,1.0049
18/02/2016,1.0039
17/02/2016,1.0083
16/02/2016,0.9991
15/02/2016,0.9992
12/02/2016,0.9934
11/02/2016,0.9879
10/02/2016,0.9874
9/02/2016,0.9877
8/02/2016,0.9952
5/02/2016,0.995
4/02/2016,1.0061
3/02/2016,1.0134
2/02/2016,1.0052
1/02/2016,1.0118
29/01/2016,1.009
28/01/2016,1.0117
27/01/2016,1.0063
26/01/2016,0.9994
25/01/2016,0.9947
22/01/2016,1.0013
21/01/2016,1.0023
20/01/2016,0.9931
19/01/2016,0.9927
18/01/2016,0.9881
15/01/2016,0.9895
14/01/2016,1.0036
13/01/2016,0.9994
12/01/2016,1.0048
11/01/2016,1.0035
8/01/2016,1.0031
7/01/2016,1.0052
6/01/2016,1.0156
5/01/2016,1.0208
4/01/2016,1.0244
1/01/2016,1.0349
31/12/2015,1.0321
30/12/2015,1.0307
29/12/2015,1.0309
28/12/2015,1.0197
25/12/2015,1.0177
24/12/2015,1.0231
23/12/2015,1.0159
22/12/2015,1.0162
